q1,q2,q3,q4,q5,q6,X,Y,Z,R11,R12,R13,R21,R22,R23,R31,R32,R33
0.7076183700958927,-2.525953815648756,-1.6233947896633305,-0.1307991292609758,1.2204420192938423,2.5960910344009847,0.0490874527059880,0.244232276372504,0.927791161056261,0.729423937421896,-0.683682132498845,-0.0227916918584451,0.630586640159236,0.659115049549669,0.409789995863519,-0.265143751140064,-0.313282768691432,0.911895113525896
1.0698988071216533,-0.6888543084763641,-1.2988967660814608,-2.120535665419362,-1.1367157250500353,-2.7421573886973376,-0.168869389738259,0.0156821456809457,1.08880104997269,0.516758129750477,-0.659770485826099,-0.545585869840470,0.781817062461626,0.103969381469148,0.614778373530491,-0.348888400753971,-0.744240064595904,0.569546846246752
0.7541620831193105,0.41063148165850194,-2.8481721700289375,2.9282688930921195,-2.7450075710260013,2.7174937097091183,0.0260254225211389,0.0398339181178008,0.223986813669964,0.589739003410257,-0.806710294023158,0.0377678351742170,0.804180505971090,0.582308699919454,-0.119206928549465,0.0741729173806661,0.100673132042194,0.992150844787251
0.0323230513450814,-2.077759732064365,1.867015418163108,-2.351804798039482,-1.474182691394415,-1.063477497096991,-0.377212124452141,-0.888811140560251,0.224974478550804,0.219113865571688,-0.699644029414506,0.680064221981179,-0.847124262827163,-0.482249713286847,-0.223194304058793,0.484117338301127,-0.527193935985030,-0.698353031508308
-2.7498079512599793,-2.6102766708018628,0.3258447998602114,-1.8144599232341772,-0.692406689704494,-2.2252541330246416,0.469701509690882,0.723508632026573,1.27081869900915,-0.965802891713181,0.0314267905422368,-0.257365753733226,-0.205667066691217,-0.697289297438397,0.686650342864909,-0.157879169104374,0.716100546371863,0.679907475652997
1.3553551096545293,1.7252466264213533,0.2186799734676561,2.4470295026018203,1.960133737667717,2.3402511484496413,-0.686622020400629,-0.0173954976209338,1.21997539228948,0.529620951467230,-0.416900538477122,0.738712114957127,0.351228239981853,-0.684931894537994,-0.638362767776948,0.772101270045709,0.597546852440945,-0.216327039298658
-2.0105230127995917,-2.3379973309111675,1.2845638253743177,2.239440584444112,0.29468376388373807,2.935741184786334,-0.440377906275873,1.09234053519390,0.700300610509434,0.665984236972630,-0.533311519664368,-0.521578200366222,0.672448953797928,0.126531505446120,0.729247682660432,-0.322920114951138,-0.836402176660739,0.442892761554219
-0.9020593916764619,0.0845380870260719,3.0515993820316307,-2.1529676342852726,0.6500798082566646,-1.2102223212179433,0.187298287629712,-0.273642371347313,-0.0517155487427532,0.828692155029209,-0.551904130780420,-0.0931189702507206,-0.474534584944679,-0.604576938582215,-0.639768437034790,0.296793261184325,0.574359256704430,-0.762905763743798
-2.6968531715789776,-1.6091367137871175,-2.084080546447815,2.9747136865663384,0.5070327976076725,-3.1327617729039434,0.0991908542325927,-0.250889319464337,0.450231799669496,0.460198356580192,-0.877645012960449,0.134002626192715,-0.724053458908030,-0.458357810312567,-0.515417021807377,0.513774329101998,0.140169001391617,-0.846397418358934
-2.9591939823893125,-2.370029960068744,0.5828630365336211,2.9956804819732517,-1.1597111886370755,1.8444541704147666,0.613308420030565,0.841819346314858,1.06934025700580,0.694940754181026,-0.250674578434313,0.673958161835797,-0.693894021676532,0.0120425395796202,0.719976432893495,-0.188595956637133,-0.967996504625535,-0.165572739824139
